cart_id,session_id,user_id,cart_value,items
10765,19634,3136,182.23,5
10766,19635,3136,169.5,2
10767,19636,3136,317.87,11
10768,19639,3136,447.96,5
10769,19640,3136,332.12,9
10770,19641,3136,266.45,4
10771,19642,3136,224.62,2
10772,19643,3136,204.93,6
10773,19644,3137,296.35,12
10774,19645,3137,302.13,8
10775,19649,3137,369.65,6
10776,19650,3137,287.88,11
10777,19651,3137,444.98,11
10778,19652,3137,203.51,7
10779,19654,3137,218.81,10
10780,19655,3137,356.93,4
10781,19658,3138,275.98,4
10782,19659,3138,269.64,6
10783,19662,3138,249.59,1
10784,19663,3138,195.31,8
10785,19664,3138,130.75,2
10786,19665,3138,259.57,6
10787,19666,3138,217.76,6
10788,19668,3139,346.63,5
10789,19670,3139,315.0,3
10790,19672,3139,261.68,11
10791,19675,3139,273.92,5
10792,19679,3141,418.28,4
10793,19680,3141,246.25,12
10794,19681,3141,404.49,8
10795,19682,3141,441.8,10
10796,19683,3141,346.25,11
10797,19688,3141,285.65,1
10798,19689,3141,302.19,12
10799,19690,3142,389.28,8
10800,19691,3142,289.19,7
10801,19692,3142,535.21,11
10802,19693,3142,248.91,3
10803,19697,3143,382.88,11
10804,19699,3143,404.73,8
10805,19701,3143,172.24,12
10806,19704,3144,338.81,1
10807,19706,3144,292.47,2
10808,19709,3145,291.14,5
10809,19711,3145,409.94,5
10810,19712,3145,300.39,11
10811,19714,3146,449.38,9
10812,19715,3146,206.76,8
10813,19717,3146,214.88,3
10814,19718,3146,292.16,4
10815,19719,3146,263.88,1
10816,19720,3146,245.62,4
10817,19722,3146,113.24,4
10818,19728,3148,413.63,6
10819,19730,3148,352.79,11
10820,19733,3148,366.25,9
10821,19735,3148,250.36,8
10822,19737,3148,369.43,5
10823,19738,3149,515.76,9
10824,19740,3149,372.16,6
10825,19741,3150,320.41,9
10826,19742,3150,329.18,3
10827,19743,3150,430.94,3
10828,19744,3151,216.56,9
10829,19746,3151,310.05,3
10830,19750,3151,323.0,10
10831,19754,3152,353.6,10
10832,19757,3152,254.27,9
10833,19758,3152,140.86,12
10834,19759,3153,325.3,3
10835,19762,3153,532.96,10
10836,19764,3153,358.45,5
10837,19766,3154,215.05,3
10838,19767,3154,275.46,11
10839,19768,3154,295.87,2
10840,19769,3154,462.17,4
10841,19770,3154,308.16,6
10842,19771,3154,418.73,12
10843,19772,3154,337.85,12
10844,19773,3154,327.34,7
10845,19775,3155,229.7,12
10846,19780,3155,391.66,4
10847,19781,3156,271.1,7
10848,19783,3156,421.33,5
10849,19785,3156,322.52,2
10850,19787,3157,311.57,7
10851,19792,3158,253.34,8
10852,19794,3158,277.84,2
10853,19795,3158,278.67,10
10854,19796,3158,324.09,10
10855,19801,3158,462.75,9
10856,19803,3159,190.13,6
10857,19804,3159,331.85,12
10858,19809,3160,479.8,1
10859,19810,3161,213.94,6
10860,19812,3161,282.67,8
10861,19814,3161,397.35,4
10862,19815,3161,211.35,10
10863,19816,3161,456.42,9
10864,19817,3161,433.19,4
10865,19818,3162,344.21,6
10866,19823,3162,53.91,9
10867,19827,3163,276.6,10
10868,19829,3163,409.21,1
10869,19830,3164,286.98,7
10870,19831,3164,320.82,5
10871,19832,3164,502.48,2
10872,19842,3167,348.82,11
10873,19843,3167,340.99,2
10874,19846,3167,286.03,9
10875,19848,3167,461.64,8
10876,19849,3167,412.59,9
10877,19850,3168,277.12,3
10878,19851,3168,254.94,12
10879,19856,3168,246.58,1
10880,19857,3168,278.54,11
10881,19858,3168,250.14,10
10882,19859,3169,330.89,3
10883,19861,3169,396.42,10
10884,19862,3170,248.8,4
10885,19863,3170,256.66,10
10886,19865,3170,265.48,1
10887,19867,3171,349.69,4
10888,19868,3171,229.11,11
10889,19869,3171,186.33,12
10890,19870,3171,298.06,11
10891,19872,3171,326.79,12
10892,19873,3171,307.92,5
10893,19876,3172,310.1,8
10894,19877,3172,395.2,8
10895,19878,3173,425.85,6
10896,19879,3173,314.49,1
10897,19881,3174,331.03,12
10898,19882,3174,485.32,9
10899,19883,3174,297.28,1
10900,19884,3174,282.27,7
10901,19886,3175,198.63,9
10902,19887,3175,381.33,12
10903,19888,3175,190.35,3
10904,19894,3176,262.98,2
10905,19895,3177,228.76,2
10906,19896,3177,204.53,9
10907,19897,3177,456.14,7
10908,19898,3177,332.26,1
10909,19899,3177,176.83,10
10910,19902,3178,348.47,8
10911,19905,3178,410.67,11
10912,19906,3178,362.48,5
10913,19909,3179,421.94,9
10914,19911,3179,370.69,12
10915,19913,3179,390.81,8
10916,19919,3180,311.53,2
10917,19920,3180,455.63,7
10918,19922,3180,393.25,4
10919,19923,3180,345.23,10
10920,19924,3180,243.95,5
10921,19927,3180,414.97,4
10922,19928,3180,427.27,12
10923,19932,3181,513.25,8
10924,19934,3181,315.43,11
10925,19935,3181,356.41,8
10926,19939,3182,354.83,4
10927,19941,3182,144.75,8
10928,19943,3183,397.67,12
10929,19944,3183,363.28,9
10930,19945,3183,280.66,9
10931,19946,3183,246.75,12
10932,19948,3183,217.53,9
10933,19950,3184,377.31,2
10934,19955,3185,258.99,9
10935,19957,3185,367.03,10
10936,19959,3185,313.43,4
10937,19961,3185,345.52,5
10938,19962,3186,438.9,12
10939,19963,3186,367.69,1
10940,19964,3187,359.43,11
10941,19966,3187,272.01,8
10942,19968,3187,365.72,5
10943,19969,3187,317.82,3
10944,19971,3188,203.13,12
10945,19973,3189,306.05,6
10946,19974,3189,429.91,6
10947,19976,3189,240.5,5
10948,19977,3189,351.6,4
10949,19978,3189,310.74,8
10950,19984,3189,321.83,5
10951,19985,3189,302.27,8
10952,19986,3189,344.93,5
10953,19987,3190,228.75,6
10954,19988,3190,370.39,5
10955,19989,3190,280.61,1
10956,19990,3190,336.41,7
10957,19991,3190,341.4,9
10958,19992,3190,343.66,6
10959,19993,3190,299.38,1
10960,19996,3190,207.36,7
10961,19999,3191,270.96,11
10962,20000,3191,288.02,5
10963,20003,3191,164.84,4
10964,20004,3191,271.85,9
10965,20005,3191,419.62,1
10966,20006,3191,227.14,10
10967,20007,3192,388.59,2
10968,20012,3193,270.75,3
10969,20013,3193,267.4,12
10970,20015,3193,302.85,12
10971,20016,3193,348.12,3
10972,20018,3194,280.73,9
10973,20019,3194,272.78,11
10974,20020,3194,444.33,1
10975,20023,3194,331.27,5
10976,20024,3194,193.93,9
10977,20028,3195,130.34,9
10978,20029,3195,449.96,1
10979,20030,3195,403.13,5
10980,20031,3196,336.11,5
10981,20035,3196,333.03,2
10982,20036,3196,319.08,6
10983,20038,3196,328.74,12
10984,20039,3196,339.05,1
10985,20041,3196,413.92,8
10986,20042,3196,405.2,4
10987,20043,3196,337.71,2
10988,20044,3197,339.39,10
10989,20045,3197,395.7,4
10990,20047,3197,372.58,11
10991,20048,3197,312.24,9
10992,20050,3197,67.63,5
10993,20054,3198,382.41,7
10994,20057,3198,420.4,8
10995,20058,3199,296.45,3
10996,20059,3199,220.02,5
10997,20060,3199,404.3,9
10998,20061,3200,405.72,9
10999,20063,3200,243.0,10
11000,20067,3200,362.75,3
11001,20068,3200,278.99,10
11002,20069,3200,350.94,11
11003,20071,3201,445.58,2
11004,20072,3201,362.47,8
11005,20073,3201,263.9,9
11006,20076,3201,271.51,9
11007,20078,3201,498.25,6
11008,20082,3202,435.02,6
11009,20083,3202,280.76,11
11010,20084,3202,310.61,2
11011,20086,3203,289.13,2
11012,20087,3203,336.96,1
11013,20090,3203,391.24,8
11014,20091,3203,366.66,4
11015,20092,3203,383.25,2
11016,20093,3203,256.62,4
11017,20094,3203,330.67,11
11018,20095,3204,396.41,11
11019,20096,3204,456.64,8
11020,20098,3205,127.09,9
11021,20099,3205,361.81,3
11022,20100,3205,429.61,4
11023,20102,3206,139.11,4
11024,20103,3206,442.96,9
11025,20106,3206,518.83,3
11026,20107,3206,336.57,9
11027,20108,3206,368.73,2
11028,20109,3207,232.76,2
11029,20110,3207,504.25,7
11030,20111,3207,345.49,8
11031,20112,3207,89.73,2
11032,20114,3207,406.96,1
11033,20117,3207,238.39,9
11034,20119,3208,274.63,5
11035,20120,3208,346.04,7
11036,20121,3208,322.32,4
11037,20122,3208,349.93,7
11038,20123,3208,360.22,11
11039,20125,3209,441.11,12
11040,20130,3209,198.25,9
11041,20131,3209,368.24,7
11042,20132,3209,335.01,1
11043,20133,3209,299.64,7
11044,20136,3210,206.73,4
11045,20138,3210,355.69,8
11046,20140,3210,234.29,8
11047,20141,3210,168.14,9
11048,20143,3211,302.57,1
11049,20144,3211,373.34,7
11050,20145,3211,255.09,9
11051,20146,3211,153.07,6
11052,20147,3211,317.7,9
11053,20148,3211,427.94,4
11054,20149,3212,255.06,9
11055,20151,3212,196.88,1
11056,20153,3213,175.86,6
11057,20154,3213,255.83,2
11058,20157,3214,322.32,2
11059,20161,3214,277.63,11
11060,20168,3215,342.8,9
11061,20169,3215,329.69,1
11062,20170,3215,409.88,2
11063,20172,3215,307.69,11
11064,20177,3216,375.72,7
11065,20179,3216,323.7,7
11066,20181,3217,336.3,7
11067,20182,3217,335.36,6
11068,20184,3217,227.78,1
11069,20186,3217,312.39,7
11070,20187,3217,263.11,4
11071,20188,3218,244.97,10
11072,20189,3218,355.57,4
11073,20190,3218,364.32,1
11074,20191,3218,263.26,5
11075,20192,3218,382.71,9
11076,20194,3218,279.67,5
11077,20196,3218,400.59,9
11078,20198,3218,517.04,5
11079,20201,3220,363.07,1
11080,20204,3220,310.14,1
11081,20206,3221,258.16,4
11082,20208,3221,338.25,10
11083,20212,3223,232.0,9
11084,20213,3223,298.6,3
11085,20214,3223,239.38,6
11086,20215,3223,395.66,12
11087,20218,3224,272.28,1
11088,20221,3224,317.13,4
11089,20225,3225,165.03,4
11090,20226,3225,289.19,4
11091,20227,3225,286.73,3
11092,20228,3225,237.35,11
11093,20229,3226,293.54,5
11094,20233,3226,96.0,6
11095,20234,3226,216.18,6
11096,20235,3226,169.59,6
11097,20237,3226,388.45,1
11098,20238,3226,317.59,2
11099,20239,3226,88.43,1
11100,20241,3227,409.28,6
11101,20244,3228,358.34,8
11102,20250,3229,310.33,1
11103,20252,3229,350.68,12
11104,20253,3230,308.34,5
11105,20254,3230,288.14,3
11106,20255,3230,327.39,1
11107,20256,3230,325.2,10
11108,20258,3230,246.51,5
11109,20260,3231,386.94,2
11110,20261,3231,248.49,2
11111,20264,3233,292.71,7
11112,20266,3233,396.35,1
11113,20269,3234,417.63,11
11114,20270,3234,404.94,7
11115,20271,3234,167.54,7
11116,20272,3234,303.11,4
11117,20274,3235,215.61,7
11118,20276,3235,225.85,3
11119,20277,3235,262.39,12
11120,20279,3236,293.92,5
11121,20282,3236,269.95,5
11122,20284,3236,82.27,4
11123,20285,3236,343.05,11
11124,20286,3237,311.65,8
11125,20288,3237,430.9,5
11126,20289,3237,312.03,4
11127,20290,3237,149.94,7
11128,20292,3237,197.39,6
11129,20294,3237,167.01,12
11130,20295,3237,295.71,3
11131,20297,3238,462.64,3
11132,20298,3238,364.93,11
11133,20299,3238,332.64,3
11134,20300,3238,221.22,4
11135,20304,3238,358.5,7
11136,20305,3238,293.77,6
11137,20306,3238,343.9,10
11138,20311,3240,366.19,1
11139,20312,3240,277.88,1
11140,20315,3240,345.39,12
11141,20316,3241,486.19,1
11142,20317,3241,433.51,3
11143,20320,3241,401.79,4
11144,20321,3241,534.27,10
11145,20323,3241,496.19,6
11146,20325,3242,456.93,3
11147,20326,3242,226.11,8
11148,20327,3242,213.14,3
11149,20329,3242,206.03,7
11150,20331,3243,396.94,6
11151,20332,3243,387.91,3
11152,20333,3243,360.97,11
11153,20338,3244,224.41,5
11154,20341,3245,406.84,7
11155,20342,3245,293.32,1
11156,20344,3245,300.85,11
11157,20345,3245,384.42,10
11158,20349,3245,305.18,2
11159,20350,3245,311.69,12
11160,20351,3246,192.11,9
11161,20352,3246,183.64,5
11162,20353,3246,412.2,9
11163,20355,3248,348.99,12
11164,20357,3249,237.13,2
11165,20358,3249,351.33,11
11166,20360,3249,322.37,12
11167,20361,3249,210.04,8
11168,20362,3249,310.13,7
11169,20365,3250,344.31,7
11170,20366,3250,168.48,2
11171,20369,3251,400.03,8
11172,20371,3252,338.86,2
11173,20372,3252,473.22,8
11174,20374,3253,434.36,1
11175,20375,3253,465.19,8
11176,20376,3253,256.59,9
11177,20378,3253,373.28,7
11178,20379,3253,326.57,8
11179,20385,3254,459.12,9
11180,20387,3254,443.26,2
11181,20388,3254,471.5,4
11182,20389,3254,298.28,2
11183,20390,3254,209.42,12
11184,20393,3255,239.1,10
11185,20394,3255,357.5,11
11186,20395,3255,210.15,9
11187,20396,3256,338.93,11
11188,20397,3256,301.78,11
11189,20398,3256,114.68,10
11190,20401,3257,343.28,10
11191,20404,3259,381.2,3
11192,20405,3259,428.43,7
11193,20409,3259,270.96,4
11194,20410,3259,225.34,6
11195,20413,3259,284.91,4
11196,20414,3259,211.47,11
11197,20417,3261,369.34,4
11198,20418,3262,329.96,4
11199,20420,3262,212.19,8
11200,20422,3263,281.91,5
11201,20423,3263,460.49,6
11202,20424,3263,314.46,10
11203,20427,3264,254.74,10
11204,20429,3264,272.57,9
11205,20430,3264,335.74,12
11206,20431,3264,483.99,8
11207,20432,3264,225.49,4
11208,20434,3265,448.56,5
11209,20439,3265,292.22,10
11210,20440,3265,435.81,3
11211,20446,3266,215.99,9
11212,20448,3266,459.67,7
11213,20449,3266,480.27,1
11214,20450,3266,487.81,12
11215,20452,3267,319.65,2
11216,20453,3267,320.26,3
11217,20455,3268,253.51,9
11218,20456,3268,232.13,11
11219,20460,3269,400.97,9
11220,20463,3270,321.42,2
11221,20468,3270,363.23,9
11222,20471,3271,358.26,6
11223,20472,3272,203.61,10
11224,20474,3272,210.48,3
11225,20477,3272,390.75,6
11226,20479,3273,358.85,3
11227,20484,3274,309.26,8
11228,20485,3274,355.91,11
11229,20486,3274,450.47,9
11230,20490,3275,403.11,7
11231,20491,3275,343.69,10
11232,20494,3276,360.28,4
11233,20497,3276,452.68,8
11234,20498,3276,282.98,1
11235,20499,3276,340.73,11
11236,20500,3276,317.85,6
11237,20502,3276,262.82,1
11238,20506,3278,301.94,5
11239,20507,3278,228.45,4
11240,20508,3278,415.63,6
11241,20510,3278,280.75,8
11242,20511,3278,339.06,5
11243,20512,3278,414.17,5
11244,20515,3279,444.21,9
11245,20516,3280,325.34,7
11246,20517,3280,311.44,6
11247,20519,3280,383.44,1
11248,20523,3280,357.12,12
11249,20524,3280,216.95,1
11250,20525,3280,468.21,1
11251,20527,3280,341.41,9
11252,20529,3281,393.54,2
11253,20531,3282,351.92,5
11254,20534,3282,366.22,6
11255,20535,3282,305.17,12
11256,20538,3282,382.71,10
11257,20541,3283,381.0,5
11258,20543,3283,396.74,3
11259,20544,3283,196.86,9
11260,20545,3283,210.4,6
11261,20546,3283,331.07,6
11262,20547,3284,283.96,5
11263,20549,3284,431.37,7
11264,20552,3284,241.19,7
11265,20554,3284,400.3,12
11266,20559,3285,169.87,10
11267,20561,3285,183.36,2
11268,20562,3285,317.92,9
11269,20565,3285,351.82,1
11270,20566,3285,378.02,2
11271,20567,3285,407.84,1
11272,20569,3286,348.86,6
11273,20570,3286,312.36,3
11274,20571,3286,248.4,9
11275,20572,3287,160.64,10
11276,20574,3287,381.71,6
11277,20575,3287,240.56,7
11278,20577,3287,332.98,2
11279,20578,3287,398.06,1
11280,20579,3288,591.1,10
11281,20580,3288,313.26,10
11282,20581,3288,219.96,5
11283,20586,3288,333.79,8
11284,20589,3289,156.24,8
11285,20590,3290,305.07,1
11286,20591,3290,321.93,6
11287,20592,3290,333.91,7
11288,20593,3290,428.76,1
11289,20594,3290,384.39,5
11290,20597,3290,257.72,12
11291,20599,3290,441.18,3
11292,20600,3291,434.92,12
11293,20602,3291,243.91,7
11294,20603,3291,172.02,2
11295,20604,3291,121.4,12
11296,20606,3293,375.14,5
11297,20607,3293,411.84,1
11298,20609,3293,283.61,8
11299,20610,3294,317.97,2
11300,20614,3295,369.44,8
11301,20617,3295,347.49,11
11302,20618,3295,353.46,8
11303,20619,3296,510.27,11
11304,20620,3296,305.69,7
11305,20621,3296,336.76,5
11306,20623,3297,269.01,2
11307,20624,3297,418.77,9
11308,20627,3297,457.44,8
11309,20629,3297,341.33,5
11310,20631,3297,355.02,9
11311,20632,3297,444.24,3
11312,20637,3297,284.83,7
11313,20638,3298,348.24,1
11314,20642,3299,174.98,5
11315,20644,3300,332.18,9
11316,20645,3300,301.54,6
11317,20646,3300,428.18,11
11318,20647,3300,304.64,7
11319,20648,3300,291.69,12
11320,20649,3300,464.63,1
11321,20651,3301,302.05,11
11322,20653,3301,377.76,2
11323,20654,3301,447.92,8
11324,20655,3301,267.57,11
11325,20657,3301,397.78,4
11326,20658,3301,253.23,5
11327,20659,3302,378.53,9
11328,20660,3302,398.0,1
11329,20662,3302,270.53,4
11330,20663,3302,115.85,12
11331,20665,3302,224.84,9
11332,20666,3302,333.99,5
11333,20668,3303,224.08,2
11334,20672,3304,282.99,2
11335,20675,3304,366.01,11
11336,20676,3304,294.35,12
11337,20678,3305,327.27,11
11338,20679,3305,260.15,12
11339,20681,3306,489.36,11
11340,20682,3306,255.03,8
11341,20683,3306,315.63,3
11342,20684,3306,368.64,11
11343,20685,3306,225.92,3
11344,20686,3306,321.34,6
11345,20687,3307,301.19,7
11346,20688,3307,389.49,9
11347,20690,3307,323.43,3
11348,20691,3308,267.34,7
11349,20695,3308,346.71,8
11350,20697,3308,421.22,10
11351,20698,3309,293.16,10
11352,20699,3309,325.53,3
11353,20702,3309,312.85,7
11354,20703,3309,355.75,1
11355,20705,3310,251.72,12
11356,20706,3310,487.8,6
11357,20708,3310,442.92,6
11358,20712,3311,289.35,2
11359,20714,3311,510.39,1
11360,20716,3312,101.2,9
11361,20718,3312,398.11,10
11362,20723,3312,652.51,4
11363,20726,3312,297.94,2
11364,20729,3313,399.92,1
11365,20731,3313,400.12,9
11366,20733,3313,300.31,5
11367,20734,3314,370.94,10
11368,20735,3314,473.5,5
11369,20736,3314,242.93,6
11370,20737,3314,366.76,6
11371,20738,3314,407.26,6
11372,20740,3314,259.75,9
11373,20741,3314,331.63,12
11374,20742,3314,367.3,12
11375,20743,3314,259.12,3
11376,20746,3316,455.1,11
11377,20747,3316,347.69,7
11378,20753,3317,259.74,4
11379,20755,3317,220.85,4
11380,20760,3318,298.92,4
11381,20762,3319,295.39,7
11382,20764,3319,359.31,2
11383,20766,3319,216.34,3
11384,20768,3319,266.0,1
11385,20770,3319,459.72,8
11386,20772,3320,184.31,3
11387,20773,3320,268.77,7
11388,20774,3320,213.58,7
11389,20776,3320,342.26,10
11390,20779,3320,386.93,12
11391,20783,3321,643.49,9
11392,20787,3321,410.22,8
11393,20788,3321,212.97,4
11394,20791,3321,372.55,5
11395,20793,3322,312.21,5
11396,20794,3322,279.61,9
11397,20795,3322,322.1,9
11398,20796,3322,400.52,7
11399,20799,3322,395.18,11
11400,20800,3322,198.56,7
11401,20803,3322,323.95,5
11402,20804,3322,230.39,1
11403,20805,3323,334.6,4
11404,20806,3323,280.42,7
11405,20807,3323,393.79,10
11406,20808,3323,295.33,4
11407,20809,3323,257.03,8
11408,20810,3324,325.41,11
11409,20811,3324,318.24,3
11410,20817,3324,305.74,8
11411,20820,3324,279.85,11
11412,20821,3325,98.43,2
11413,20824,3325,494.95,2
11414,20826,3325,199.12,10
11415,20829,3326,341.69,4
11416,20830,3326,353.96,3
11417,20832,3326,516.03,2
11418,20837,3326,528.17,3
11419,20838,3326,356.68,7
11420,20840,3326,227.78,12
11421,20841,3326,230.57,3
11422,20842,3326,264.02,4
11423,20843,3326,317.39,3
11424,20844,3326,278.18,8
11425,20845,3326,232.72,7
11426,20847,3327,328.01,1
11427,20853,3328,244.19,3
11428,20854,3328,444.48,5
11429,20856,3328,244.93,8
11430,20858,3328,258.41,10
11431,20859,3328,330.11,8
11432,20860,3328,202.43,6
11433,20862,3328,286.59,8
11434,20863,3328,184.7,7
11435,20865,3329,314.63,10
11436,20866,3330,245.46,5
11437,20868,3330,275.48,11
11438,20872,3331,332.51,1
11439,20875,3331,283.9,7
11440,20876,3331,386.03,10
11441,20878,3331,230.97,3
11442,20881,3332,277.47,3
11443,20883,3332,290.76,7
11444,20884,3332,392.7,9
11445,20888,3333,415.0,9
11446,20889,3333,232.48,12
11447,20891,3333,283.68,8
11448,20892,3333,145.92,1
11449,20893,3333,319.92,10
11450,20897,3334,324.07,7
11451,20898,3334,447.49,5
11452,20901,3334,304.28,11
11453,20904,3336,309.08,7
11454,20905,3336,279.85,4
11455,20906,3336,367.59,10
11456,20909,3337,343.14,4
11457,20910,3338,358.71,2
11458,20911,3338,512.72,4
11459,20913,3339,186.04,7
11460,20914,3339,73.71,3
11461,20915,3340,384.13,7
11462,20916,3340,315.81,8
11463,20922,3342,268.39,12
11464,20926,3342,411.13,10
11465,20927,3343,335.32,2
11466,20929,3343,283.4,4
11467,20930,3344,400.39,12
11468,20933,3344,387.65,12
11469,20934,3344,378.6,9
11470,20938,3345,205.49,2
11471,20939,3345,246.01,2
11472,20941,3345,346.48,1
11473,20943,3345,362.5,7
11474,20944,3346,446.38,7
11475,20945,3347,268.22,12
11476,20946,3347,319.73,9
11477,20947,3347,425.4,12
11478,20948,3347,307.49,4
11479,20950,3347,334.9,1
11480,20951,3347,316.03,3
11481,20952,3347,371.28,9
11482,20958,3348,365.46,1
11483,20959,3348,175.39,1
11484,20965,3348,378.16,5
11485,20968,3348,470.93,11
11486,20971,3349,195.18,8
11487,20974,3350,350.6,12
11488,20977,3350,371.99,10
11489,20979,3351,201.18,8
11490,20980,3352,251.39,5
11491,20982,3352,258.65,6
11492,20984,3352,339.56,7
11493,20985,3352,197.21,3
11494,20987,3353,258.25,6
11495,20988,3353,352.72,9
11496,20990,3353,397.52,9
11497,20993,3353,322.78,8
11498,20994,3354,225.38,7
11499,20996,3354,295.4,1
11500,20997,3354,338.24,1
11501,20998,3355,457.0,11
11502,21000,3355,358.24,11
11503,21001,3355,507.75,9
11504,21002,3355,394.47,2
11505,21005,3355,429.35,9
11506,21007,3355,261.37,12
11507,21009,3356,388.49,10
11508,21010,3357,336.18,12
11509,21011,3357,540.43,10
11510,21012,3357,288.75,1
11511,21013,3357,480.26,5
11512,21015,3358,474.59,7
11513,21016,3358,268.36,1
11514,21019,3358,348.02,11
11515,21020,3358,191.11,10
11516,21022,3359,483.14,4
11517,21024,3359,126.72,3
11518,21025,3359,174.91,7
11519,21027,3359,306.1,3
11520,21028,3360,235.33,1
11521,21030,3360,230.2,7
11522,21032,3362,289.32,4
11523,21034,3362,406.17,5
11524,21036,3363,409.78,1
11525,21038,3363,361.3,12
11526,21039,3364,364.86,9
11527,21040,3364,323.5,6
11528,21042,3364,413.32,7
11529,21044,3364,331.16,11
11530,21047,3365,249.38,12
11531,21048,3365,295.46,2
11532,21049,3365,341.69,12
11533,21051,3366,397.15,1
11534,21052,3366,349.6,7
11535,21053,3366,209.56,12
11536,21055,3367,396.0,11
11537,21057,3368,286.93,4
11538,21058,3368,367.19,4
11539,21060,3368,178.31,12
11540,21061,3368,372.05,8
11541,21062,3368,407.31,10
11542,21063,3368,273.97,11
11543,21064,3369,356.27,3
11544,21065,3369,337.91,7
11545,21066,3369,256.36,8
11546,21067,3369,405.79,4
11547,21071,3370,300.94,8
11548,21074,3370,284.84,6
11549,21076,3371,373.94,5
11550,21077,3371,338.34,10
11551,21084,3372,380.6,2
11552,21086,3372,334.06,1
11553,21089,3372,357.48,8
11554,21090,3373,314.0,2
11555,21093,3373,260.46,8
11556,21098,3373,255.73,6
11557,21099,3373,259.95,1
11558,21101,3373,273.82,12
11559,21102,3374,596.8,10
11560,21103,3374,369.42,4
11561,21104,3374,255.94,1
11562,21105,3374,411.6,4
11563,21106,3375,489.2,11
11564,21110,3376,273.4,12
11565,21113,3376,278.79,5
11566,21116,3376,158.19,6
11567,21117,3376,294.76,11
11568,21119,3376,392.19,5
11569,21122,3376,289.74,11
11570,21124,3376,226.75,10
11571,21125,3376,186.07,8
11572,21126,3377,348.0,9
11573,21127,3377,263.92,4
11574,21128,3378,502.45,11
11575,21132,3378,324.8,2
11576,21133,3378,249.98,4
11577,21134,3378,399.33,12
11578,21136,3378,503.66,3
11579,21137,3378,482.62,5
11580,21138,3379,237.22,9
11581,21139,3379,206.15,11
11582,21140,3379,203.49,5
11583,21141,3379,382.93,8
11584,21144,3379,293.75,4
11585,21145,3379,258.34,2
11586,21146,3379,394.24,11
11587,21147,3379,240.82,8
11588,21148,3380,411.46,1
11589,21149,3380,229.65,8
11590,21150,3380,288.72,10
11591,21151,3381,444.84,5
11592,21152,3381,331.22,2
11593,21153,3381,227.08,1
11594,21154,3381,456.34,5
11595,21155,3381,422.14,7
11596,21157,3382,449.48,11
11597,21158,3383,166.23,4
11598,21159,3383,346.94,7
11599,21160,3383,256.67,10
11600,21161,3383,265.52,8
11601,21162,3383,377.83,3
11602,21163,3383,162.49,11
11603,21164,3383,334.25,6
11604,21166,3384,457.99,1
11605,21167,3384,333.06,10
11606,21168,3384,418.43,1
11607,21171,3385,330.84,5
11608,21172,3385,243.27,1
11609,21173,3385,493.69,5
11610,21174,3385,302.7,12
11611,21177,3386,206.64,11
11612,21180,3386,195.13,1
11613,21183,3387,303.28,1
11614,21184,3387,398.67,7
11615,21185,3387,319.02,6
11616,21186,3388,185.24,12
11617,21188,3389,327.53,5
11618,21191,3389,418.18,10
11619,21192,3389,308.53,7
11620,21194,3390,451.1,3
11621,21195,3390,244.76,5
11622,21198,3391,400.79,12
11623,21199,3391,363.57,11
11624,21200,3391,367.54,11
11625,21201,3391,360.08,6
11626,21202,3392,290.4,1
11627,21203,3393,347.02,2
11628,21204,3393,281.58,7
11629,21205,3393,344.68,2
11630,21208,3393,346.28,1
11631,21209,3393,299.02,9
11632,21211,3394,307.19,4
11633,21214,3395,191.43,1
11634,21215,3395,324.71,8
11635,21216,3395,373.17,4
11636,21218,3395,341.74,6
11637,21221,3395,332.85,5
11638,21225,3395,190.74,3
11639,21228,3396,354.41,1
11640,21229,3396,209.33,12
11641,21230,3396,252.38,9
11642,21232,3398,216.18,5
11643,21233,3398,227.24,8
11644,21234,3398,332.84,9
11645,21237,3399,198.16,11
11646,21239,3400,209.09,11
11647,21241,3400,462.4,8
11648,21244,3400,487.99,9
11649,21245,3401,409.53,11
11650,21246,3401,293.06,12
11651,21247,3401,422.59,11
11652,21248,3401,368.13,8
11653,21249,3402,144.64,1
11654,21253,3402,424.4,9
11655,21254,3402,207.37,4
11656,21256,3403,273.82,10
11657,21260,3403,347.23,9
11658,21261,3403,346.48,7
11659,21263,3403,354.5,9
11660,21264,3404,427.75,10
11661,21269,3404,344.34,10
11662,21271,3404,334.24,1
11663,21272,3404,458.01,10
11664,21273,3405,312.84,4
11665,21274,3405,309.61,10
11666,21275,3405,360.34,10
11667,21276,3405,500.03,1
11668,21279,3407,258.06,10
11669,21280,3407,165.54,10
11670,21281,3407,319.09,8
11671,21283,3407,445.73,4
11672,21286,3407,372.63,9
11673,21288,3408,273.66,6
11674,21290,3409,320.6,8
11675,21291,3409,231.52,8
11676,21292,3409,159.57,11
11677,21295,3410,294.41,10
11678,21296,3410,230.4,6
11679,21297,3410,291.83,12
11680,21299,3410,186.1,1
11681,21300,3410,474.98,8
11682,21303,3410,405.33,6
11683,21304,3410,272.05,6
11684,21307,3411,324.16,12
11685,21309,3411,415.56,1
11686,21311,3411,347.69,6
11687,21315,3412,288.75,9
11688,21317,3412,362.42,4
11689,21319,3412,296.29,12
11690,21320,3412,307.09,4
11691,21321,3412,477.27,2
11692,21322,3412,358.46,3
11693,21323,3413,312.92,2
11694,21325,3413,230.41,7
11695,21326,3413,368.7,7
11696,21327,3413,413.24,3
